ID,Fiction,Sci-Fict,Baby_Toddler,  Teen, Manga,Art&Hist,SelfImprov,Cooking, Games, Gifts,Journals,  News,NonFict,HairyPottery,Mysteries,Thrillers,Classics,Poetry,Romance,Horror
447,     6,     7,     3,     8,     4,     0,     5,     1,     6,     6,     6,     4,     2,     6,     2,     3,     3,     5,     3,     5
448,     2,     3,     4,     8,     2,     0,     9,     5,     3,     5,     5,     2,     4,     0,     7,     6,     5,     6,     6,     4
449,     5,     8,     0,     8,     4,     1,     5,     1,     6,     5,     7,     2,     3,     6,     3,     4,     4,     5,     5,     2
450,     3,     7,     9,     2,     0,     0,     0,     3,     6,     6,     2,     7,     8,     7,     1,     3,     5,     5,     0,     0
451,     5,     6,     9,     4,     0,     0,     5,     5,     9,     5,     1,     1,     2,     0,     1,     1,     2,     7,     7,    10
452,     6,     7,     2,     8,     8,     2,     3,     2,     5,     2,     8,     5,     3,     6,     3,     6,     0,     4,     5,     5
453,     6,     5,     9,     6,     0,     2,     7,     6,     9,     9,     2,     0,     2,     0,     1,     2,     1,     7,     9,    10
454,     3,     4,     9,     1,     0,     0,     2,     5,     4,     6,     2,     3,    10,     6,     4,     2,     6,     7,     2,     0
455,     7,     6,     3,     7,     4,     3,     4,     1,     5,     4,     7,     2,     3,     5,     2,     2,     2,     8,     5,     3
456,     4,     7,     9,     9,     0,     1,     4,     3,    10,     2,     6,     0,     0,     0,     2,     5,     1,     5,     9,    10
457,     5,     1,     3,     7,     6,     4,     6,     8,     1,     4,     3,     1,     3,     2,     4,     6,     6,     4,     6,     5
458,     6,     7,     2,     8,     5,     2,     5,     0,     5,     6,     7,     0,     3,     5,     2,     3,     2,     6,     5,     1
459,     2,     0,     2,     8,     3,     1,     8,     6,     2,     4,     2,     1,     5,     0,     6,     6,     8,     4,     2,     1
460,     3,     4,     8,     5,     0,     0,     2,     3,     7,     4,     1,     1,     1,     1,     1,     1,     0,     4,     8,     9
461,     2,     2,     2,     9,     3,     1,     8,     7,     2,     7,     2,     4,     5,     2,     4,     8,     6,     6,     7,     0
462,     3,     2,     2,     7,     3,     0,     7,     5,     1,     3,     2,     4,     2,     3,     4,     6,     6,     5,     6,     4
463,     5,     8,     1,     7,     6,     2,     2,     1,     4,     6,     5,     2,     5,     6,     3,     5,     2,     5,     4,     2
464,     7,     6,     8,     2,     0,     1,     5,     4,    10,     6,     1,     1,     1,     0,     0,     3,     0,     5,     8,     9
465,     4,     6,     9,     7,     0,     1,     7,     5,     7,     6,     2,     1,     0,     2,     1,     1,     2,     5,     9,     8
466,     3,     6,     9,     1,     1,     2,     1,     4,     4,     4,     1,     4,    10,     6,     2,     4,     7,     5,     0,     0
467,     4,     2,     3,     8,     1,     0,     7,     5,     2,     8,     0,     2,     4,     3,     5,     3,     7,     6,     6,     2
468,     1,     4,     1,     8,     1,     0,     8,     6,     1,     6,     1,     4,     3,     0,     4,     6,     9,     5,     6,     3
469,     1,     0,     1,     8,     2,     0,     9,     6,     2,     3,     5,     2,     5,     1,     5,     5,     9,     4,     5,     1
470,     6,     5,    10,     7,     0,     0,     4,     4,    10,     3,     4,     2,     0,     0,     3,     1,     3,     5,     8,    10
471,     4,     7,     9,     0,     0,     2,     1,     4,     2,     6,     1,     4,     9,     1,     4,     1,     5,     5,     0,     0
472,     1,     2,     2,     6,     4,     1,     6,     5,     1,     4,     2,     1,     4,     1,     7,     6,    10,     6,     3,     1
473,     4,     5,    10,     2,     1,     0,     1,     6,     6,     5,     0,     7,    10,     4,     3,     1,     6,     4,     0,     0
474,     4,     2,     2,     8,     4,     2,     6,     6,     1,     4,     3,     4,     4,     3,     5,     8,     9,     5,     5,     3
475,     6,     8,     1,     5,     6,     2,     2,     1,     6,     4,     6,     2,     1,     8,     1,     4,     2,     5,     6,     3
476,     1,     3,     3,     8,     3,     1,     7,     5,     1,     4,     1,     1,     6,     4,     5,     5,     7,     6,     4,     0
477,     2,     1,     0,     6,     1,     2,     7,     8,     1,     4,     2,     3,     7,     3,     8,     6,     6,     3,     7,     1
478,     1,     6,    10,     0,     1,     2,     1,     6,     4,     7,     2,     7,     9,     6,     3,     5,     6,     6,     0,     0
479,     5,     8,     9,     9,     0,     1,     5,     5,     7,     7,     6,     2,     1,     1,     2,     1,     3,     5,     9,     9
480,     3,     8,     8,     2,     0,     1,     1,     6,     1,     4,     3,     5,    10,     5,     2,     3,     7,     5,     1,     0
481,     4,     4,     8,     1,     4,     0,     2,     4,     3,     6,     0,     4,    10,     4,     2,     1,     8,     5,     0,     0
482,     4,     5,     6,     8,     0,     0,     4,     3,     9,     5,     3,     2,     2,     0,     3,     3,     6,     4,     7,    10
483,     5,     6,     8,     6,     0,     0,     8,     6,     9,     4,     3,     0,     0,     0,     0,     2,     3,     5,     7,     8
484,     3,     4,    10,     0,     1,     0,     2,     7,     6,     6,     2,     5,     9,     3,     3,     1,     7,     6,     0,     0
485,     6,     5,     9,     6,     1,     0,     5,     5,     9,     6,     3,     0,     2,     0,     3,     2,     2,     5,    10,    10
486,     3,     1,     2,     9,     4,     0,     8,     6,     2,     4,     3,     1,     7,     2,     5,     5,     8,     4,     6,     1
487,     3,     1,     1,     7,     4,     0,     8,     7,     1,     7,     0,     1,     5,     0,     8,     6,     5,     6,     5,     4
488,     9,     5,     5,     9,     6,     1,     4,     1,     6,     8,     7,     2,     5,     5,     1,     3,     0,     4,     3,     3
489,     6,     5,    10,     4,     0,     1,     2,     5,     8,     5,     4,     0,     1,     0,     3,     2,     3,     4,    10,     9
490,     4,     6,     7,     1,     2,     1,     0,     3,     6,     4,     1,     8,     8,     5,     4,     4,     9,     3,     2,     0
491,     4,     3,     3,     9,     3,     1,     7,     4,     0,     6,     0,     2,     1,     2,     6,     7,     7,     6,     6,     2
492,     5,     6,     9,     4,     0,     1,     4,     5,     8,     5,     4,     3,     1,     0,     2,     3,     4,     7,     9,     9
493,     8,     7,     1,     9,     7,     0,     2,     1,     4,     7,     7,     6,     4,     5,     3,     3,     2,     5,     4,     2
494,     4,     5,    10,     0,     2,     1,     3,     7,     6,     5,     2,     5,     9,     4,     1,     4,     7,     4,     1,     0
495,     2,     0,     2,     7,     4,     3,     5,     6,     0,     2,     2,     1,     4,     4,     8,     5,     7,     7,     6,     2
496,     2,     6,     8,     1,     1,     2,     0,     4,     5,     5,     4,     7,    10,     1,     1,     2,     9,     6,     0,     0
497,     6,     8,     9,     8,     1,     0,     5,     7,     6,     3,     4,     1,     0,     0,     2,     0,     4,     4,    10,    10
498,     7,     8,     9,     8,     0,     0,     5,     5,     8,     6,     2,     1,     0,     2,     1,     3,     2,     6,     8,     9
499,     3,     3,     3,     7,     3,     0,     8,     3,     0,     5,     1,     2,     4,     2,     8,     2,     7,     5,     4,     2
500,     4,     6,    10,     9,     0,     0,     5,     5,     6,     6,     3,     1,     1,     0,     5,     0,     0,     8,     7,     9
501,     4,     7,     1,     6,     5,     2,     5,     0,     4,     6,     6,     0,     5,    10,     2,     5,     1,     6,     5,     5
502,     0,     2,     2,     7,     3,     2,     8,     6,     1,     3,     3,     3,     2,     4,     5,     7,     8,     7,     4,     2
503,     3,     3,     3,     8,     2,     2,     9,     4,     0,     4,     2,     3,     5,     4,     7,     5,     7,     7,     8,     0
504,     6,     6,     1,     9,     7,     1,     3,     1,     3,     6,     6,     3,     3,     5,     3,     5,     3,     5,     6,     1
505,     5,     0,     2,     9,     2,     1,     9,     4,     2,     4,     4,     1,     5,     5,     7,     3,     6,     4,     3,     3
506,     4,     1,     4,     9,     2,     2,     8,     5,     2,     4,     2,     1,     3,     1,     7,     6,     8,     3,     5,     3
507,     7,     7,     1,     9,     7,     0,     4,     1,     4,     4,     9,     2,     4,     5,     3,     7,     1,     5,     6,     3
508,     3,     5,    10,     0,     1,     1,     1,     5,     4,     5,     3,     6,     8,     2,     2,     0,     8,     7,     0,     0
509,     3,     9,     8,     7,     0,     2,     5,     4,     8,     6,     4,     3,     2,     2,     0,     1,     3,     7,    10,    10
510,     1,     1,     0,     8,     5,     1,     7,     4,     0,     5,     3,     1,     3,     3,     4,     5,     5,     5,     6,     3
511,     4,     6,     8,     0,     2,     1,     0,     5,     4,     8,     1,     6,     9,     5,     2,     3,     6,     6,     0,     0
512,     3,     8,     9,     8,     0,     2,     7,     6,    10,     5,     3,     3,     1,     1,     3,     1,     1,     7,     8,    10
513,     1,     0,     1,     7,     3,     0,     7,     5,     1,     6,     4,     2,     4,     2,     8,     6,     6,     7,     6,     1
514,     5,     6,     2,     7,     8,     0,     3,     1,     2,     6,     3,     3,     4,     7,     2,     2,     3,     3,     7,     6
515,     2,     1,     1,     8,     4,     1,     7,     7,     1,     8,     3,     4,     6,     2,     6,     5,     5,     7,     5,     2
516,     2,     3,     2,     8,     1,     1,     9,     3,     1,     4,     4,     3,     6,     1,     5,     6,     7,     6,     5,     2
517,     5,     1,     1,     9,     1,     2,     9,     5,     1,     5,     0,     1,     2,     4,     8,     5,     6,     4,     5,     2
518,     6,     8,     2,     8,     7,     1,     4,     1,     3,     7,     9,     4,     3,     4,     3,     1,     1,     6,     4,     2
519,     3,     5,     6,     1,     1,     0,     0,     6,     7,     4,     1,     3,     8,     5,     2,     1,     5,     6,     1,     0
520,     1,     6,     9,     1,     0,     1,     2,     4,     5,     1,     3,     5,     9,     6,     1,     3,     6,     3,     0,     0
521,     5,     6,     8,     3,     3,     3,     4,     5,     3,     6,     4,     4,    10,     6,     2,     2,     7,     7,     1,     0
522,     7,     8,     3,     7,     8,     2,     6,     1,     5,     7,     6,     1,     2,     5,     3,     2,     3,     7,     7,     1
523,     2,     3,     1,     8,     3,     2,     8,     6,     0,     4,     0,     1,     4,     4,     7,     1,     8,     3,     8,     3
524,     2,     2,     3,     9,     1,     0,    10,     4,     0,     5,     3,     0,     5,     2,     5,     6,     9,     5,     6,     1
525,     3,     5,    10,     5,     1,     2,     3,     6,     6,     5,     1,     1,     1,     1,     1,     2,     2,     4,     8,    10
526,     7,     7,     1,     5,     5,     3,     3,     1,     4,     4,     5,     2,     2,     6,     4,     5,     1,     3,     5,     5
527,     2,     8,     9,     2,     0,     0,     0,     6,     5,     6,     3,     6,     9,     5,     1,     0,     8,     8,     1,     0
528,     8,     6,     4,     8,     6,     0,     3,     1,     7,     7,     7,     0,     2,     8,     2,     4,     1,     4,     4,     4
529,     4,     5,    10,     5,     0,     2,     4,     7,    10,     6,     2,     0,     1,     2,     2,     1,     3,     7,     8,     8
530,     5,     5,     9,     7,     0,     3,     4,     8,    10,     5,     1,     0,     1,     0,     2,     3,     0,     5,     9,     8
531,     1,     2,     2,     8,     1,     0,     7,     5,     1,     5,     2,     2,     6,     2,     6,     8,     6,     3,     4,     5
532,     7,     7,     1,     9,     3,     0,     3,     0,     8,     4,     8,     2,     2,     7,     2,     1,     3,     3,     8,     0
533,     3,     5,     7,     2,     1,     0,     1,     7,     5,     2,     3,     5,     9,     7,     0,     3,     8,     4,     1,     0
534,     6,     4,     9,     2,     0,     0,     6,     2,     9,     5,     4,     0,     0,     0,     1,     1,     0,     4,     8,     9
535,     4,     8,     8,     2,     0,     1,     1,     5,     3,     6,     2,     6,     8,     4,     1,     3,     4,     5,     0,     0
536,     2,     0,     3,     8,     2,     0,     9,     7,     1,     4,     2,     2,     7,     1,     7,     6,     7,     1,     2,     1
537,     8,     8,     0,     9,     8,     0,     5,     1,     6,     5,     7,     3,     3,     7,     2,     3,     1,     4,     5,     5
538,     6,     8,     8,     6,     0,     0,     3,     6,     6,     4,     1,     0,     1,     0,     1,     1,     2,     4,    10,    10
539,     2,     2,     3,     9,     2,     3,     7,     5,     1,     7,     2,     2,     0,     4,     7,     6,     7,     7,     6,     2
540,     1,     2,     7,     1,     4,     1,     1,     6,     6,     6,     1,     5,     7,     7,     4,     3,     6,     6,     0,     0
541,     1,     1,     3,     9,     4,     0,     7,     6,     2,     8,     0,     1,     2,     2,     7,     5,     9,     4,     3,     2
542,     4,     7,     9,     3,     0,     0,     1,     6,     4,     3,     1,     1,     9,     3,     1,     3,     9,     6,     0,     0
543,     7,     8,     2,     7,     5,     0,     5,     0,     6,     5,     9,     2,     3,     3,     5,     3,     2,     9,     5,     3
544,     4,     3,     9,     1,     0,     2,     2,     6,     6,     7,     1,     7,    10,     3,     4,     4,     7,     5,     1,     0
545,     4,     7,     7,     4,     0,     2,     5,     4,     8,     5,     6,     1,     0,     0,     3,     1,     0,     5,     8,    10
546,     1,     1,     2,    10,     3,     2,     9,     5,     1,     4,     4,     3,     4,     1,     6,     6,     4,     5,     5,     0
547,     3,     0,     1,     6,     4,     1,     8,     7,     1,     1,     1,     1,     5,     3,     4,     6,     7,     7,     5,     2
548,     2,     2,     4,     9,     4,     2,     6,     4,     0,     4,     3,     2,     3,     2,     7,     9,     8,     6,     7,     2
549,     4,     5,     9,     4,     0,     0,     3,     2,     9,     5,     3,     0,     2,     1,     3,     2,     2,     5,     9,    10
550,     3,     6,     9,     0,     2,     3,     0,     4,     5,     5,     0,     4,    10,     3,     0,     3,     9,     4,     1,     0
551,     1,     8,     9,     0,     1,     0,     0,     6,     6,     5,     1,     2,    10,     5,     3,     0,     9,     6,     0,     0
552,     6,     6,    10,     7,     0,     2,     6,     5,     6,     5,     3,     1,     1,     2,     3,     3,     0,     4,    10,     8
553,     0,     2,     2,     8,     2,     1,     6,     6,     1,     4,     2,     1,     5,     4,     8,     6,     6,     6,     3,     1
554,     1,     3,     4,     8,     2,     1,    10,     3,     2,     5,     1,     2,     6,     2,     4,     4,     6,     3,     5,     5
555,     1,     5,     2,     9,     1,     2,     8,     6,     2,     2,     1,     2,     5,     3,     6,     3,     8,     5,     5,     2
556,     4,     1,     2,     8,     3,     3,     8,     6,     2,     6,     2,     1,     5,     1,     7,     5,     7,     3,     6,     2
557,     7,     8,     8,     3,     0,     0,     2,     6,     8,     5,     2,     1,     0,     2,     3,     0,     2,     3,     8,    10
558,     3,     2,     1,    10,     1,     1,     8,     7,     2,     8,     2,     1,     2,     0,     6,     5,     7,     4,     3,     2
559,     0,     4,     3,     7,     4,     0,    10,     8,     3,     3,     1,     0,     0,     4,     4,     4,     8,     4,     5,     1
560,     4,     4,     9,     6,     0,     0,     4,     5,     8,     5,     5,     1,     3,     0,     4,     1,     4,     7,     9,    10
561,     2,     6,     7,     0,     1,     0,     0,     4,     5,     6,     3,     7,    10,     5,     1,     0,     5,     5,     2,     0
562,     3,     3,     2,     9,     5,     1,     9,     3,     1,     5,     1,     4,     4,     1,     6,     6,     7,     8,     7,     0
563,     4,     5,     9,     4,     2,     1,     1,     6,     5,     5,     1,     6,     9,     4,     3,     2,     6,     4,     0,     0
564,     8,     6,     9,     8,     0,     1,     4,     5,     9,     3,     2,     1,     0,     1,     1,     2,     2,     4,     8,    10
565,     8,     7,     1,     7,     5,     1,     6,     0,     6,     6,     9,     2,     3,     6,     4,     1,     2,     4,     7,     2
566,     7,    10,     1,     7,     7,     1,     2,     1,     5,     5,    10,     1,     3,     8,     1,     4,     1,     4,     4,     1
567,     6,     6,     1,     7,     7,     0,     5,     1,     5,     6,     8,     3,     3,     9,     1,     1,     3,     4,     5,     3
568,     8,     4,    10,     4,     0,     1,     4,     5,     9,     6,     4,     3,     1,     0,     4,     2,     2,     4,     9,     9
569,     5,     8,     9,     0,     0,     1,     1,     2,     8,     7,     1,     5,     8,     3,     4,     2,     7,     3,     0,     0
570,     5,     8,     5,     4,     0,     0,     5,     3,     9,     5,     0,     1,     0,     0,     0,     3,     3,     6,     9,     8
571,     4,     4,     7,     0,     2,     1,     2,     3,     7,     5,     1,     2,    10,     4,     1,     2,     8,     3,     0,     0
572,     2,     1,     3,     8,     3,     1,    10,     7,     1,     6,     1,     2,     3,     1,     6,     7,     7,     4,     4,     2
573,     3,     1,     3,     9,     3,     2,     9,     6,     1,     7,     0,     2,     2,     2,     7,     6,     3,     2,     4,     1
574,     3,     2,     0,     8,     2,     1,     7,     1,     1,     7,     3,     0,     3,     3,     5,     4,     8,     4,     5,     1
575,     2,     7,     9,     1,     1,     0,     1,     7,     4,     4,     3,     4,     9,     3,     0,     1,     6,     3,     0,     0
576,     4,     5,     9,     7,     0,     0,     5,     7,     8,     4,     3,     1,     0,     0,     1,     4,     4,     7,     9,    10
577,     5,     6,     3,    10,     7,     1,     2,     1,     4,     3,     5,     2,     2,     7,     3,     3,     0,     4,     4,     2
578,     3,     2,     2,     8,     1,     2,    10,     7,     0,     9,     0,     2,     3,     4,     5,     2,     7,     5,     6,     2
579,     3,     4,     9,     1,     1,     0,     2,     6,     6,     4,     2,     5,     9,     6,     2,     0,     6,     5,     0,     0
580,     3,     1,     3,     8,     1,     0,     7,     8,     1,     6,     0,     1,     5,     1,     6,     4,     7,     5,     4,     3
581,     2,     4,     9,     7,     0,     2,     4,     3,     8,     7,     3,     2,     2,     0,     2,     3,     2,     5,     8,     9
582,     5,     6,     9,     0,     2,     1,     1,     4,     7,     2,     1,     6,     8,     3,     5,     2,     6,     6,     1,     0
583,     2,     6,     9,     6,     0,     2,     3,     6,     8,     3,     5,     2,     0,     0,     2,     1,     4,     7,     9,    10
584,     6,     9,     7,     7,     0,     0,     4,     5,     7,     7,     4,     0,     0,     0,     1,     0,     3,     3,    10,    10
585,     5,     6,     7,     5,     0,     1,     5,     7,     9,     7,     2,     1,     1,     1,     2,     1,     0,     6,     9,     8
586,     2,     0,     1,     9,     0,     0,     7,     9,     1,     5,     2,     2,     2,     3,     4,     3,     9,     6,     4,     3
587,     1,     0,     2,     9,     1,     0,     8,     2,     2,     7,     2,     2,     3,     1,     4,     6,     8,     7,     4,     1
588,     4,     1,     1,     7,     2,     0,     7,     5,     0,     5,     1,     3,     5,     0,     5,     6,     6,     4,     4,     0
589,     1,     1,     2,     8,     1,     1,     9,     3,     2,     5,     2,     2,     3,     4,     6,     5,     6,     4,     5,     3
590,     4,     8,     7,     1,     2,     1,     3,     8,     3,     5,     2,     5,     9,     3,     3,     1,     6,     4,     0,     0
591,     6,     7,     6,     6,     0,     1,     2,     3,     8,     4,     3,     1,     1,     2,     2,     2,     2,     4,     8,    10
592,     1,     8,    10,     1,     1,     1,     0,     4,     3,     5,     2,     5,     7,     6,     4,     1,     8,     6,     0,     0
593,     4,     5,     8,     6,     0,     0,     5,     5,     9,     5,     4,     0,     1,     1,     2,     3,     2,     5,     9,     9
594,     3,     6,    10,     2,     2,     2,     3,     5,     4,     2,     2,     7,     9,     4,     2,     3,     7,     5,     1,     0
595,     4,     5,     7,     1,     2,     2,     0,     5,     6,     6,     3,     6,    10,     5,     2,     1,     6,     1,     0,     0
596,     5,     6,     9,     3,     0,     1,     6,     6,     8,     4,     2,     0,     0,     1,     2,     2,     2,     1,     9,     8
597,     2,     5,     8,     1,     2,     0,     1,     5,     4,     5,     2,     6,    10,     5,     5,     1,     8,     4,     2,     0
598,     5,     5,    10,     6,     1,     1,     6,     6,     9,     7,     4,     3,     0,     1,     3,     0,     3,     4,     7,     8
599,     2,     2,     1,     9,     2,     2,     6,     5,     2,     5,     0,     2,     6,     4,     6,     3,     6,     6,     4,     2
600,     3,     5,     7,     1,     1,     1,     1,     7,     4,     7,     0,     7,    10,     7,     2,     1,     7,     5,     0,     0
601,     1,     3,     6,     9,     1,     0,     7,     8,     1,     6,     1,     4,     4,     4,     5,     4,     8,     3,     3,     2
602,     7,     9,     0,     8,     5,     1,     5,     1,     4,     7,     5,     2,     4,     5,     3,     2,     4,     6,     6,     2
603,     7,     7,     0,     7,     7,     2,     4,     2,     6,     4,     6,     4,     2,     7,     3,     4,     3,     5,     3,     3
604,     3,     6,     7,     0,     0,     1,     1,     8,     4,     7,     1,     7,    10,     3,     7,     4,     7,     4,     0,     0
605,     8,     5,     9,     9,     0,     2,     3,     4,     7,     5,     4,     1,     3,     0,     3,     2,     0,     7,     8,     9
606,     2,     7,    10,     0,     1,     4,     0,     3,     3,     5,     2,     6,    10,     6,     4,     4,     7,     5,     0,     0
607,     1,     1,     3,     4,     2,     1,     8,     5,     1,     3,     2,     1,     4,     4,     3,     5,     6,     3,     6,     0
608,     8,     9,     1,     6,     7,     0,     3,     1,     5,     3,     6,     3,     5,     5,     3,     4,     2,     4,     4,     2
609,     5,     4,     8,     7,     1,     1,     3,     6,     8,     7,     2,     0,     0,     0,     2,     3,     2,     7,     7,     9
610,     1,     5,     8,     1,     1,     0,     1,     6,     6,     5,     2,     1,     8,     7,     1,     1,     7,     7,     0,     0
611,     3,     4,     2,     8,     1,     1,     6,     6,     0,     5,     4,     3,     3,     3,     7,     5,     7,     1,     5,     2
612,     5,     5,     8,     6,     0,     1,     3,     7,     8,     3,     1,     0,     1,     2,     2,     1,     2,     5,    10,     8
613,     1,     2,     3,     8,     1,     0,     8,     6,     1,     7,     1,     1,     6,     4,     6,     6,     7,     3,     6,     3
614,     2,     3,     2,     8,     4,     2,     7,     6,     0,     5,     2,     0,     4,     2,     2,     5,     8,     8,     2,     3
615,     3,     7,     8,     6,     0,     0,     5,     3,     9,     8,     3,     0,     1,     1,     3,     2,     2,     6,     8,    10
616,     2,     7,     8,     1,     0,     2,     1,     5,     5,     4,     1,     7,     9,     4,     3,     1,     9,     6,     0,     0
617,     4,     8,     1,     6,     6,     0,     4,     1,     6,     6,     4,     2,     3,     9,     2,     4,     2,     4,     6,     1
618,     1,     4,     1,     7,     1,     0,     8,     3,     2,     7,     1,     3,     1,     2,     7,     4,     8,     7,     6,     3
619,     3,     5,     9,     7,     1,     2,     4,     6,     9,     8,     2,     0,     2,     1,     2,     2,     3,     4,     9,     9
620,     1,     0,     2,     8,     2,     1,     9,     6,     0,     7,     6,     2,     4,     1,     7,     5,     9,     3,     6,     2
621,     1,     0,     1,     7,     2,     0,     7,     4,     1,     5,     2,     2,     4,     3,     4,     4,     6,     4,     4,     1
622,     8,     6,     5,     6,     5,     0,     5,     1,     4,     7,     5,     3,     4,     8,     4,     6,     3,     7,     7,     2
623,     0,     0,     3,     8,     5,     0,     8,     5,     1,     5,     1,     6,     4,     3,     6,     4,     8,     4,     5,     3
624,     3,     5,     9,     1,     2,     1,     3,     8,     2,     4,     0,     3,     9,     5,     3,     3,     7,     7,     0,     0
625,     8,     6,     1,     7,     7,     2,     1,     0,     7,     3,     9,     2,     3,     8,     4,     6,     3,     5,     6,     4
626,     4,     1,     1,     8,     2,     1,     8,     6,     4,     6,     1,     4,     5,     1,     6,     6,     9,     5,     5,     1
627,     3,     1,     2,     7,     4,     1,     8,     7,     0,     5,     0,     1,     5,     1,     4,     2,    10,     4,     5,     1
628,     6,     6,     8,     5,     0,     3,     2,     2,     7,     5,     3,     4,     4,     1,     3,     1,     3,     4,     7,     9
629,     1,     2,     5,     8,     2,     1,     7,     4,     0,     2,     0,     5,     4,     4,     7,     5,     7,     6,     2,     3
630,     4,     8,     9,     0,     2,     2,     1,     3,     5,     5,     2,     5,    10,     5,     2,     3,     9,     3,     0,     0
631,     2,     9,     6,     2,     2,     1,     1,     7,     4,     7,     0,     6,    10,     5,     3,     1,     8,     7,     0,     0
632,     3,     0,     1,     5,     2,     1,     9,     7,     3,     7,     1,     0,     4,     1,     5,     5,     9,     9,     5,     3
633,     3,     1,     3,     8,     3,     0,     7,     5,     1,     7,     3,     0,     4,     2,     5,     6,    10,     3,     4,     3
634,     1,     3,     1,     6,     1,     1,     7,     4,     0,     2,     1,     5,     6,     3,     9,     5,     5,     8,     4,     1
635,     1,     2,     3,    10,     4,     1,     8,     8,     3,     6,     1,     2,     4,     3,     4,     5,     8,     4,     6,     1
636,     7,     6,     2,     8,     4,     1,     8,     0,     6,     6,     9,     2,     5,     7,     3,     4,     1,     6,     3,     1
637,     3,     5,     2,    10,     1,     0,     8,     5,     1,     7,     3,     3,     5,     4,     5,     6,     6,     6,     5,     2
638,     7,     8,     2,     6,     8,     0,     5,     2,     6,     4,     7,     1,     3,     6,     2,     3,     1,     4,     4,     3
639,     2,     4,     3,     7,     5,     2,     7,     6,     0,     7,     1,     2,     4,     4,     5,     5,     4,     3,     2,     3
640,     3,     6,     7,     1,     2,     2,     1,     8,     8,     9,     3,     7,     8,     4,     2,     3,     5,     3,     1,     0
641,     5,     3,     8,     3,     0,     1,     4,     6,    10,     8,     2,     1,     0,     0,     2,     2,     1,     6,     9,     9
642,     4,     8,     9,     5,     0,     2,     4,     5,     8,     7,     2,     3,     2,     1,     3,     1,     4,     1,     7,    10
643,     6,     8,     8,     7,     0,     1,     5,     5,     7,     4,     2,     1,     0,     1,     3,     2,     3,     4,    10,     9
644,     7,     8,     0,     6,     4,     0,     3,     2,     5,     4,     5,     1,     2,     7,     1,     5,     3,     5,     6,     3
645,     6,     7,     7,     0,     0,     1,     2,     4,     2,     4,     1,     6,     9,     4,     3,     3,     9,     5,     0,     0
646,     2,     6,     7,     2,     0,     2,     0,     5,     6,     5,     2,     3,     8,     5,     3,     3,     6,     6,     3,     0
647,     0,     4,     9,     1,     1,     2,     3,     7,     5,     4,     2,     4,    10,     3,     3,     2,     5,     7,     1,     0
648,     3,     8,     7,     7,     1,     2,     4,     5,     8,     7,     2,     0,     0,     1,     1,     3,     2,     3,     8,    10
649,     2,     7,    10,     1,     2,     2,     0,     6,     5,     6,     1,     6,     9,     5,     2,     2,     5,     2,     1,     0
650,     4,     5,     8,     8,     1,     1,     2,     5,     5,     6,     4,     0,     0,     0,     4,     1,     1,     7,     9,    10
651,     6,     7,     1,     8,     4,     0,     4,     2,     3,     6,     7,     2,     3,     8,     1,     2,     4,     5,     4,     3
652,     5,     6,    10,     9,     0,     1,     4,     3,     9,     7,     3,     0,     1,     0,     4,     2,     2,     5,    10,     9
653,     1,     8,     9,     1,     1,     2,     1,     7,     6,     6,     3,     4,    10,     6,     4,     3,     7,     2,     0,     0
654,     1,     5,     2,     8,     2,     1,     8,     6,     1,     6,     1,     1,     4,     1,     6,     6,     8,     7,     5,     2
655,     8,     9,     2,     8,     5,     0,     5,     2,     6,     7,     4,     1,     3,     5,     5,     4,     3,     8,     7,     3
656,     3,     1,     0,     8,     2,     2,     9,     5,     0,     7,     3,     2,     5,     4,     6,     8,     5,     3,     6,     2
657,     7,     8,     2,     8,     7,     1,     1,     1,     3,     2,     4,     0,     5,     5,     0,     4,     1,     5,     4,     3
658,     6,     6,    10,     4,     0,     3,     7,     6,     8,     5,     3,     0,     0,     2,     0,     2,     2,     6,     8,     8
659,     6,     8,     7,     4,     0,     2,     2,     5,     9,     3,     4,     2,     3,     3,     1,     7,     2,     3,     8,     8
660,     3,     1,     1,     9,     1,     0,     8,     7,     1,     3,     1,     2,     6,     2,     5,     6,     8,     5,     7,     2
661,     2,     4,     5,    10,     1,     0,     9,     5,     1,     6,     2,     3,     3,     3,     4,     3,     7,     4,     4,     2
662,     9,     8,     2,     7,     4,     2,     2,     0,     4,     8,     8,     1,     2,     8,     3,     3,     1,     7,     4,     3
663,     7,     5,     0,     8,     8,     0,     4,     1,     8,     5,     7,     0,     2,     9,     1,     3,     0,     6,     6,     6
664,     0,     5,    10,     2,     0,     3,     1,     5,     2,     7,     3,     5,    10,     6,     3,     2,     8,     4,     0,     0
665,     9,     7,     2,     7,     6,     2,     3,     1,     7,     3,     5,     4,     3,     7,     2,     1,     2,     2,     2,     0
666,     3,     7,     9,     0,     0,     0,     1,     8,     6,     2,     3,     3,     8,     3,     5,     3,     6,     6,     0,     0
667,     4,     2,     1,     9,     3,     0,     7,     2,     0,     6,     3,     2,     2,     3,     6,     4,     6,     3,     7,     2
668,     0,     3,     2,     8,     4,     1,     8,     5,     0,     6,     1,     2,     3,     4,     6,     7,     8,     3,     7,     2
669,     3,     6,     8,     1,     3,     1,     2,     4,     3,     4,     0,     4,     9,     3,     3,     2,     6,     5,     1,     0
670,     1,     2,     0,     6,     3,     3,    10,     3,     2,     6,     3,     4,     3,     2,     1,     7,     9,     4,     5,     2
